#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	92195	93130	-	PGH39_00445	sohB	protease SohB	COG:COG0616, COG:O, EC:3.4.21.-, KEGG:K04774, RefSeq:WP_027225197.1, SO:0001217, UniParc:UPI00031F41EA, UniRef:UniRef100_A0A4T1U6W4, UniRef:UniRef50_A0A845FKS2, UniRef:UniRef90_A0A378KD19
contig_1	cds	93278	93880	+	PGH39_00450	ccmA	ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	COG:COG4133, COG:O, EC:7.6.2.5, GO:0005524, GO:0005886, GO:0015439, GO:0017004, RefSeq:WP_027225196.1, SO:0001217, UniParc:UPI00000B509F, UniRef:UniRef100_Q8RPP4, UniRef:UniRef50_Q5WY52, UniRef:UniRef90_Q5WY52, VFDB:VFC0272, VFDB:VFG010862
contig_1	cds	93877	94557	+	PGH39_00455	ccmB	ABC transporter involved in cytochrome c biogenesis, CcmB subunit	COG:COG2386, COG:O, KEGG:K02194, RefSeq:WP_013101222.1, SO:0001217, UniParc:UPI00000AEB8C, UniRef:UniRef100_Q8RPP3, UniRef:UniRef50_D3HIX3, UniRef:UniRef90_A0A131ML67, VFDB:VFC0272, VFDB:VFG010866
contig_1	cds	94643	96211	+	PGH39_00460		IS1182-like element ISLpn13 family transposase	RefSeq:WP_032802697.1, SO:0001217, UniParc:UPI0001E3C478, UniRef:UniRef100_A0A4T1DZ13, UniRef:UniRef50_Q8RPP2, UniRef:UniRef90_Q8RPP2
contig_1	cds	96459	97214	+	PGH39_00465	ccmC	cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	COG:COG0755, COG:O, KEGG:K02195, RefSeq:WP_027224039.1, SO:0001217, UniParc:UPI00000BD802, UniRef:UniRef100_A0A4Q5N863, UniRef:UniRef50_A0A0W0YP77, UniRef:UniRef90_A0A2S6F9Q8, VFDB:VFC0272, VFDB:VFG001856
contig_1	cds	97198	97356	+	PGH39_00470	ccmD	cytochrome c-type biogenesis protein CcmD, interacts with CcmCE	RefSeq:WP_011945969.1, SO:0001217, UniParc:UPI00015277C3, UniRef:UniRef100_Q8RPP0, UniRef:UniRef50_Q5WY49, UniRef:UniRef90_Q5WY49, VFDB:VFC0272, VFDB:VFG010874
contig_1	cds	97362	97793	+	PGH39_00475	ccmE	cytochrome c-type biogenesis protein CcmE, heme chaperone	COG:CO, COG:COG2332, GO:0005886, GO:0016021, GO:0017003, GO:0017004, GO:0020037, GO:0046872, RefSeq:WP_027224040.1, SO:0001217, UniParc:UPI00000AFAFC, UniRef:UniRef100_Q8RPN9, UniRef:UniRef50_P0C1F6, UniRef:UniRef90_Q5WY48, VFDB:VFC0272, VFDB:VFG010878
contig_1	cds	97790	99742	+	PGH39_00480	ccmF	cytochrome c heme lyase subunit CcmF	COG:CO, COG:COG1138, RefSeq:WP_027224041.1, SO:0001217, UniParc:UPI00000BCACD, UniRef:UniRef100_Q8RPN8, UniRef:UniRef50_A0A098G1M3, UniRef:UniRef90_Q8RPN8, VFDB:VFC0272, VFDB:VFG010882
contig_1	cds	99739	100272	+	PGH39_00485	bcp	DsbE family thiol:disulfide interchange protein	COG:COG1225, COG:O, RefSeq:WP_027224042.1, SO:0001217, UniParc:UPI00000B725D, UniRef:UniRef100_Q8RPN7, UniRef:UniRef50_A0A0W0R4E3, UniRef:UniRef90_Q5WY46
contig_1	cds	100272	100673	+	PGH39_00490		cytochrome c-type biogenesis protein CcmH	RefSeq:WP_027224043.1, SO:0001217, UniParc:UPI000488371A, UniRef:UniRef100_Q8RPN6, UniRef:UniRef50_Q8RPN6, UniRef:UniRef90_Q8RPN6
contig_1	cds	100666	101352	+	PGH39_00495	nrfG	Cytochrome c-type biogenesis protein CcmH/NrfG	COG:CO, COG:COG4235, RefSeq:WP_011215041.1, SO:0001217, UniParc:UPI0000445669, UniRef:UniRef100_A0A4T0ZH10, UniRef:UniRef50_A0A1E5JTM8, UniRef:UniRef90_A0A378K490
contig_1	cds	101342	101545	+	PGH39_00500		dodecin family protein	KEGG:K09165, RefSeq:WP_011213332.1, SO:0001217, UniParc:UPI0000444C0A, UniRef:UniRef100_A0A0C9PGF9, UniRef:UniRef50_W0BAF0, UniRef:UniRef90_A0A0C9PGF9
contig_1	cds	101601	102005	+	PGH39_00505		DUF4156 domain-containing protein	RefSeq:WP_010946601.1, SO:0001217, UniParc:UPI0000442398, UniRef:UniRef100_A0A128KZU2, UniRef:UniRef50_A0A098GJZ9, UniRef:UniRef90_A0A128KZU2
contig_1	cds	102200	102751	-	PGH39_00510	mpg	Putative 3-methyladenine DNA glycosylase	COG:COG2094, COG:L, EC:3.2.2.-, EC:3.2.2.21, GO:0003677, GO:0003905, GO:0006284, KEGG:K03652, RefSeq:WP_011945974.1, SO:0001217, UniParc:UPI00015277BE, UniRef:UniRef100_A5IG48, UniRef:UniRef50_Q5WY41, UniRef:UniRef90_Q5WY41
contig_1	cds	102761	104587	-	PGH39_00515	recQ	DNA helicase RecQ	COG:COG0514, COG:L, RefSeq:WP_011945975.1, SO:0001217, UniParc:UPI00015277BD, UniRef:UniRef100_A0A378K2V8, UniRef:UniRef50_Q8E9M8, UniRef:UniRef90_A0A2S6ESC0
contig_1	cds	104701	105855	+	PGH39_00520	caiA	acyl-CoA dehydrogenase	COG:COG1960, COG:I, RefSeq:WP_027226244.1, SO:0001217, UniParc:UPI0004836E0B, UniRef:UniRef100_UPI0004836E0B, UniRef:UniRef50_Q54IM8, UniRef:UniRef90_A0A378K2A1
contig_1	cds	105872	106648	+	PGH39_00525	caiD	Enoyl-CoA hydratase/carnithine racemase	COG:COG1024, COG:I, RefSeq:WP_027226243.1, SO:0001217, UniParc:UPI000481083C, UniRef:UniRef100_UPI0009B05E7F, UniRef:UniRef50_A0A0W0U766, UniRef:UniRef90_A0A378K3A8
contig_1	cds	106651	107709	+	PGH39_00530	caiD	enoyl-CoA hydratase/isomerase family protein	COG:COG1024, COG:I, RefSeq:WP_011945977.1, SO:0001217, UniParc:UPI00015277BB, UniRef:UniRef100_A0A378K416, UniRef:UniRef50_A0A378K416, UniRef:UniRef90_A0A378K416
contig_1	cds	107875	108741	-	PGH39_00535		Lpg0189 family type II secretion system effector	RefSeq:WP_011945978.1, SO:0001217, UniParc:UPI00015277BA, UniRef:UniRef100_UPI00015277BA, UniRef:UniRef50_A0A377GKY6, UniRef:UniRef90_Q5WY36
contig_1	cds	109001	110380	-	PGH39_00540		hypothetical protein	RefSeq:WP_044497214.1, SO:0001217, UniParc:UPI0005CAA1FB, UniRef:UniRef100_UPI0005CAA1FB, UniRef:UniRef50_A0A222P260, UniRef:UniRef90_A0A4T1G0E9
contig_1	cds	110590	112170	+	PGH39_00545	prfC	peptide chain release factor 3	COG:COG4108, COG:J, GO:0003924, GO:0005525, GO:0005737, GO:0006449, GO:0016149, RefSeq:WP_011945980.1, SO:0001217, UniParc:UPI000152773A, UniRef:UniRef100_A5IG41, UniRef:UniRef50_B8DIL5, UniRef:UniRef90_Q5WY34
contig_1	cds	112236	112619	-	PGH39_00550		hypothetical protein	RefSeq:WP_011213334.1, SO:0001217, UniParc:UPI0000444C0C, UniRef:UniRef100_A0A2S6F9W2, UniRef:UniRef50_Q5WY33, UniRef:UniRef90_Q5WY33
contig_1	cds	112754	114151	-	PGH39_00555	pntB	NAD synthetase	COG:C, COG:COG1282, EC:1.6.1.2, EC:7.1.1.1, KEGG:K00325, RefSeq:WP_011945981.1, SO:0001217, UniParc:UPI0001527739, UniRef:UniRef100_A0A129E8F7, UniRef:UniRef50_Q5WY32, UniRef:UniRef90_Q5WY32
contig_1	cds	114175	114471	-	PGH39_00560	pntA	pyridine nucleotide transhydrogenase	COG:C, COG:COG3288, RefSeq:WP_010946611.1, SO:0001217, UniParc:UPI00004423A2, UniRef:UniRef100_A0A128YRU0, UniRef:UniRef50_A0A0W0U6I3, UniRef:UniRef90_A0A128YRU0
contig_1	cds	114464	115597	-	PGH39_00565	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	COG:C, COG:COG3288, RefSeq:WP_044497211.1, SO:0001217, UniParc:UPI0005C8A9AF, UniRef:UniRef100_UPI0005C8A9AF, UniRef:UniRef50_A0A378IAG0, UniRef:UniRef90_A0A128HA87
contig_1	cds	115991	116545	-	PGH39_00570	ykwD	CAP domain-containing protein	COG:COG2340, COG:DR, RefSeq:WP_010946613.1, SO:0001217, UniParc:UPI00004423A4, UniRef:UniRef100_A0A131MLI2, UniRef:UniRef50_Q5WY29, UniRef:UniRef90_Q5WY29
contig_1	cds	116797	117072	-	PGH39_00575		hypothetical protein	RefSeq:WP_011213336.1, SO:0001217, UniParc:UPI0000444C0E, UniRef:UniRef100_A0A2S6ESD6, UniRef:UniRef50_W0BCY0, UniRef:UniRef90_A0A2S6ESD6
contig_1	cds	117369	118502	+	PGH39_00580	gGDEF	GGDEF domain-containing protein	COG:COG2199, COG:T, RefSeq:WP_044497209.1, SO:0001217, UniParc:UPI0005CA8609, UniRef:UniRef100_UPI000986219B, UniRef:UniRef50_A0A0W0U6X0, UniRef:UniRef90_A0A378K422
contig_1	cds	118565	119206	-	PGH39_00585		hypothetical protein	RefSeq:WP_011945986.1, SO:0001217, UniParc:UPI0001527734, UniRef:UniRef100_A0A130D121, UniRef:UniRef50_G9EIS2, UniRef:UniRef90_A0A130PW42
contig_1	tRNA	119379	119466	-	PGH39_00590	Ser_trna	tRNA-Ser(gga)	SO:0000269
contig_1	cds	119690	120124	+	PGH39_00595		hypothetical protein	RefSeq:WP_013101237.1, SO:0001217, UniParc:UPI0001D2057A, UniRef:UniRef100_A0A378K789, UniRef:UniRef50_Q5WY25, UniRef:UniRef90_Q5WY25
contig_1	cds	120246	120692	+	PGH39_00600		hypothetical protein	RefSeq:WP_011945988.1, SO:0001217, UniParc:UPI0001527732, UniRef:UniRef100_UPI0001527732, UniRef:UniRef50_A0A098G1P5, UniRef:UniRef90_A0A1S0VCT6
contig_1	cds	120818	121855	+	PGH39_00605	bglX	glycosyl hydrolase	COG:COG1472, COG:G, SO:0001217, UniRef:UniRef50_A0A378JD00, UniRef:UniRef90_Q5WY23
contig_1	cds	122371	123651	+	PGH39_00610	gltP	dicarboxylate/amino acid:cation symporter	COG:C, COG:COG1301, RefSeq:WP_044497204.1, SO:0001217, UniParc:UPI0005C88D59, UniRef:UniRef100_UPI0005C88D59, UniRef:UniRef50_A0A0W0R3S9, UniRef:UniRef90_A0A129FC73
contig_1	cds	123974	125107	-	PGH39_00615	dapE	succinyl-diaminopimelate desuccinylase	COG:COG0624, COG:E, EC:3.5.1.18, GO:0008270, GO:0009014, GO:0009089, GO:0019877, GO:0050897, KEGG:K01439, RefSeq:WP_011215062.1, SO:0001217, UniParc:UPI000044567E, UniRef:UniRef100_Q5WY21, UniRef:UniRef50_Q5WY21, UniRef:UniRef90_Q5WY21
contig_1	cds	125100	125930	-	PGH39_00620	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	COG:COG2171, COG:E, EC:2.3.1.117, GO:0005737, GO:0008666, GO:0009089, GO:0019877, RefSeq:WP_044497200.1, SO:0001217, UniParc:UPI0005C9FCA2, UniRef:UniRef100_UPI0005C9FCA2, UniRef:UniRef50_P56220, UniRef:UniRef90_Q5WY20
contig_1	cds	125934	126827	-	PGH39_00625	plsC	acyltransferase	COG:COG0204, COG:I, RefSeq:WP_013101240.1, SO:0001217, UniParc:UPI0001D2057D, UniRef:UniRef100_A0A378KEB5, UniRef:UniRef50_A0A378IAT0, UniRef:UniRef90_Q5WY19
contig_1	cds	126894	128045	-	PGH39_00630	metC	cystathionine beta-lyase	COG:COG0626, COG:E, RefSeq:WP_027224056.1, SO:0001217, UniParc:UPI0001E3C71F, UniRef:UniRef100_A0A4T1EK77, UniRef:UniRef50_Q83A83, UniRef:UniRef90_A0A378K3D3
contig_1	cds	128194	130509	+	PGH39_00635		histidine kinase	COG:COG5001, COG:T, RefSeq:WP_027224057.1, SO:0001217, UniParc:UPI0004800F1F, UniRef:UniRef100_UPI0004800F1F, UniRef:UniRef50_A0A098G335, UniRef:UniRef90_A0A378K434
contig_1	cds	130811	132160	+	PGH39_00640	kmo	Kynurenine 3-monooxygenase	COG:COG0654, COG:HC, EC:1.14.13.9, GO:0004502, GO:0006569, GO:0019805, GO:0034354, GO:0043420, GO:0071949, RefSeq:WP_027224058.1, SO:0001217, UniParc:UPI0004839B54, UniRef:UniRef100_A0A4T1VGF9, UniRef:UniRef50_Q5WY16, UniRef:UniRef90_Q5WY16
contig_1	cds	132377	133129	+	PGH39_00645		hypothetical protein	RefSeq:WP_011213338.1, SO:0001217, UniParc:UPI0000444C10, UniRef:UniRef100_A0A2S6F9Y4, UniRef:UniRef50_A0A0A8UWG5, UniRef:UniRef90_A0A2S6F9Y4
contig_1	cds	133086	134456	+	PGH39_00650	glcD	Cytokinin oxidase	COG:C, COG:COG0277, RefSeq:WP_027220932.1, SO:0001217, UniParc:UPI0002FA8A42, UniRef:UniRef100_A0A128Z3A6, UniRef:UniRef50_A0A0W0U8Z2, UniRef:UniRef90_Q5WY14
contig_1	cds	134806	135315	+	PGH39_00655	lspC	type II secretory system protein LspC	COG:COG3031, COG:U, RefSeq:WP_011215069.1, SO:0001217, UniParc:UPI0000445685, UniRef:UniRef100_A0A130PW51, UniRef:UniRef50_D3HQL8, UniRef:UniRef90_A0A128YRC5
contig_1	cds	135321	135698	+	PGH39_00660	tPR	sel1 repeat family protein	COG:COG0790, COG:R, RefSeq:WP_027224059.1, SO:0001217, UniParc:UPI0001E3C723, UniRef:UniRef100_A0A4T1JFA4, UniRef:UniRef50_A0A0A2SSM4, UniRef:UniRef90_A0A2S6F1W6
contig_1	cds	135777	136736	-	PGH39_00665	eCM27	sodium:calcium antiporter	COG:COG0530, COG:P, RefSeq:WP_011945997.1, SO:0001217, UniParc:UPI00015276AB, UniRef:UniRef100_A0A4T1TKD4, UniRef:UniRef50_A0A378K2N5, UniRef:UniRef90_A0A378K2N5
contig_1	cds	137009	137713	-	PGH39_00670	ceg18	Dot/Icm T4SS effector Ceg18	SO:0001217, UniParc:UPI00015276AA, UniRef:UniRef100_A0A4Q5NB86, UniRef:UniRef50_A0A2S6F1W5, UniRef:UniRef90_A0A2S6F1W5
contig_1	cds	137952	139019	-	PGH39_00675	mutY	A/G-specific adenine glycosylase	COG:COG1194, COG:L, EC:3.2.2.31, KEGG:K03575, RefSeq:WP_027224060.1, SO:0001217, UniParc:UPI0001E3C724, UniRef:UniRef100_A0A4V4QDI2, UniRef:UniRef50_A0A0A8UVF3, UniRef:UniRef90_A0A2S6ESE7
contig_1	cds	139016	140557	-	PGH39_00680	asmA	AsmA family protein	COG:COG2982, COG:M, RefSeq:WP_027224061.1, SO:0001217, UniParc:UPI0001E3C725, UniRef:UniRef100_A0A4V6TY77, UniRef:UniRef50_Q5WY08, UniRef:UniRef90_Q5WY08
contig_1	cds	140971	141627	+	PGH39_00685		hypothetical protein	RefSeq:WP_010946636.1, SO:0001217, UniParc:UPI00004423BA, UniRef:UniRef100_A0A128YPA0, UniRef:UniRef50_W0BC53, UniRef:UniRef90_A0A128YPA0
contig_1	cds	141638	142534	+	PGH39_00690		hypothetical protein	RefSeq:WP_011213341.1, SO:0001217, UniParc:UPI0000444C12, UniRef:UniRef100_A0A2S6ESF7, UniRef:UniRef50_W0BG69, UniRef:UniRef90_A0A2S6ESF7
contig_1	cds	142590	142772	+	PGH39_00695		hypothetical protein	SO:0001217, UniParc:UPI0001D2058E, UniRef:UniRef100_A0A129CJ16, UniRef:UniRef50_A0A129CJ16, UniRef:UniRef90_A0A129CJ16
contig_1	cds	142750	143088	+	PGH39_00700		hypothetical protein	RefSeq:WP_013101252.1, SO:0001217, UniParc:UPI0001D2058F, UniRef:UniRef100_A0A129BA55, UniRef:UniRef50_A0A131MK33, UniRef:UniRef90_A0A131MK33
contig_1	cds	143069	144154	+	PGH39_00705	degQ	peptidase	COG:COG0265, COG:O, SO:0001217, UniParc:UPI00015276A6, UniRef:UniRef100_A0A2S8CCL6, UniRef:UniRef50_A0A098G348, UniRef:UniRef90_Q5WY04
contig_1	cds	144274	144819	+	PGH39_00710	pncA	hydrolase	COG:COG1335, COG:HR, RefSeq:WP_011946003.1, SO:0001217, UniParc:UPI00015276A5, UniRef:UniRef100_A0A378K627, UniRef:UniRef50_D3HQM3, UniRef:UniRef90_Q5WY03
contig_1	cds	145028	145771	+	PGH39_00715	fabG	3-hydroxyacyl-CoA dehydrogenase	COG:COG1028, COG:I, RefSeq:WP_010946640.1, SO:0001217, UniParc:UPI00004423BE, UniRef:UniRef100_A0A129AKN0, UniRef:UniRef50_A0A098G355, UniRef:UniRef90_A0A129AKN0
contig_1	cds	145834	146331	-	PGH39_00720	flgN	flagella synthesis protein FlgN/type III secretory pathway chaperone	COG:COG3418, COG:NU, RefSeq:WP_011946004.1, SO:0001217, UniParc:UPI00015276A4, UniRef:UniRef100_A0A128HUS5, UniRef:UniRef50_A0A0W1A3U4, UniRef:UniRef90_Q5WY01, VFDB:VFC0204, VFDB:VFG043320
contig_1	cds	146348	146668	-	PGH39_00725	flgM	negative regulator of flagellin synthesis	RefSeq:WP_011946005.1, SO:0001217, UniParc:UPI00015276A3, UniRef:UniRef100_A0A129CJJ4, UniRef:UniRef50_A0A0W1A3W7, UniRef:UniRef90_A0A129CJJ4, VFDB:VFC0204, VFDB:VFG043321
contig_1	cds	146759	147460	-	PGH39_00730	flgA	flagellar basal body P-ring biosynthesis protein FlgA	COG:COG1261, COG:N, KEGG:K02386, RefSeq:WP_011946006.1, SO:0001217, UniParc:UPI00015276A2, UniRef:UniRef100_A0A131L5M0, UniRef:UniRef50_Q5WXZ9, UniRef:UniRef90_Q5WXZ9, VFDB:VFC0204, VFDB:VFG001990
contig_1	cds	147547	147954	+	PGH39_00735	cytC5	cytochrome c5 family protein	COG:C, COG:COG3245, RefSeq:WP_011946007.1, SO:0001217, UniParc:UPI00015276A1, UniRef:UniRef100_A0A128HLI2, UniRef:UniRef50_W0BF49, UniRef:UniRef90_A0A128HLI2
contig_1	cds	148031	148588	+	PGH39_00740	lPG_RS04520	L,D-transpeptidase	COG:COG1376, COG:M, RefSeq:WP_011946008.1, SO:0001217, UniParc:UPI00015276A0, UniRef:UniRef100_A0A128TSY4, UniRef:UniRef50_W0BBS9, UniRef:UniRef90_Q5WXZ7, VFDB:VFC0346, VFDB:VFG010499
contig_1	cds	148857	149627	+	PGH39_00745	coaX	type III pantothenate kinase	COG:COG1521, COG:H, EC:2.7.1.33, GO:0004594, GO:0005524, GO:0005737, GO:0015937, GO:0016310, GO:0046872, KEGG:K03525, RefSeq:WP_011215084.1, SO:0001217, UniParc:UPI0000445694, UniRef:UniRef100_A5IG02, UniRef:UniRef50_Q6MHI0, UniRef:UniRef90_Q5X6J2
contig_1	cds	150240	150698	+	PGH39_00750	mraZ	division/cell wall cluster transcriptional repressor MraZ	COG:COG2001, COG:J, GO:0003677, GO:0003700, GO:0005737, GO:0009295, RefSeq:WP_011213343.1, SO:0001217, UniParc:UPI0000444C14, UniRef:UniRef100_Q5X6J1, UniRef:UniRef50_A1WYV2, UniRef:UniRef90_Q5X6J1
contig_1	cds	150710	151636	+	PGH39_00755	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	COG:COG0275, COG:J, EC:2.1.1.199, GO:0005737, GO:0070475, GO:0071424, RefSeq:WP_011946010.1, SO:0001217, UniParc:UPI000152769E, UniRef:UniRef100_A5IFZ9, UniRef:UniRef50_Q6F7D1, UniRef:UniRef90_Q5X6J0
contig_1	cds	151633	151971	+	PGH39_00760	ftsL	cell division protein FtsL	RefSeq:WP_011213345.1, SO:0001217, UniParc:UPI0000444C16, UniRef:UniRef100_A0A0C9PRV9, UniRef:UniRef50_A0A0A8UQT0, UniRef:UniRef90_A0A0C9PRV9
contig_1	cds	152353	154014	+	PGH39_00765	ftsI	cell division protein	COG:COG0768, COG:DM, RefSeq:WP_011946011.1, SO:0001217, UniParc:UPI0001527616, UniRef:UniRef100_A0A129GGN6, UniRef:UniRef50_A0A129GGN6, UniRef:UniRef90_A0A129GGN6
contig_1	cds	154036	155487	+	PGH39_00770	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	COG:COG0769, COG:M, RefSeq:WP_011946012.1, SO:0001217, UniParc:UPI0001527615, UniRef:UniRef100_A0A4Q5NB99, UniRef:UniRef50_D3HQN3, UniRef:UniRef90_Q5WXZ1
contig_1	cds	155532	156584	-	PGH39_00775	pdxB	Erythronate-4-phosphate dehydrogenase	COG:COG0111, COG:H, EC:1.1.1.290, GO:0005737, GO:0008615, GO:0033711, GO:0051287, RefSeq:WP_027224062.1, SO:0001217, UniParc:UPI0001E3C7BA, UniRef:UniRef100_A0A2S8CCT9, UniRef:UniRef50_Q5WXZ0, UniRef:UniRef90_Q5WXZ0
contig_1	cds	156581	157240	-	PGH39_00780	spoIVFB	site-2 protease family protein	COG:COG1994, COG:O, RefSeq:WP_011946014.1, SO:0001217, UniParc:UPI0001527613, UniRef:UniRef100_A0A378K3G5, UniRef:UniRef50_A0A6M4GS40, UniRef:UniRef90_A0A128KS03
contig_1	cds	157497	158135	+	PGH39_00785		acidPPc domain-containing protein	RefSeq:WP_011946015.1, SO:0001217, UniParc:UPI0001527612, UniRef:UniRef100_A0A4Q5N8C6, UniRef:UniRef50_G9EMK5, UniRef:UniRef90_Q5WXY8
contig_1	cds	158175	159419	+	PGH39_00790		J domain-containing protein	RefSeq:WP_027224063.1, SO:0001217, UniParc:UPI0001E3C7BB, UniRef:UniRef100_A0A4V4PC75, UniRef:UniRef50_A0A0W0YBZ2, UniRef:UniRef90_A0A2S6F1Y3
contig_1	cds	159828	160577	+	PGH39_00795	fixA	electron transfer flavoprotein subunit beta	COG:C, COG:COG2086, RefSeq:WP_014843595.1, SO:0001217, UniParc:UPI0001E3C7BC, UniRef:UniRef100_A0A378K7D5, UniRef:UniRef50_A0A1G0HKX0, UniRef:UniRef90_A0A378K7D5
contig_1	cds	160591	161529	+	PGH39_00800	fixB	electron transfer flavoprotein subunit alpha	COG:C, COG:COG2025, KEGG:K03522, RefSeq:WP_027224064.1, SO:0001217, UniParc:UPI0001E3C7BD, UniRef:UniRef100_A0A4T1G0J1, UniRef:UniRef50_A0A6P5UHY2, UniRef:UniRef90_Q5WXY5
contig_1	cds	161541	162662	+	PGH39_00805	ald	alanine dehydrogenase	COG:COG0686, COG:E, RefSeq:WP_011215091.1, SO:0001217, UniParc:UPI000044569B, UniRef:UniRef100_A0A131MLB3, UniRef:UniRef50_B3PID3, UniRef:UniRef90_D3HQP4
contig_1	cds	162734	165118	-	PGH39_00810	mrcA	peptidase	COG:COG5009, COG:M, RefSeq:WP_014843597.1, SO:0001217, UniParc:UPI00026DA451, UniRef:UniRef100_A0A4T1JGL0, UniRef:UniRef50_A0A2V3ZJT7, UniRef:UniRef90_A0A3A6U094
contig_1	cds	165270	166277	-	PGH39_00815		hypothetical protein	RefSeq:WP_014843598.1, SO:0001217, UniParc:UPI0001E3C7C0, UniRef:UniRef100_A0A4Q5N8A3, UniRef:UniRef50_Q5WXY2, UniRef:UniRef90_A0A4Q5N8A3
contig_1	cds	166694	167758	+	PGH39_00820	pilM	type IV pilus inner membrane platform protein PilM	COG:COG4972, COG:NW, KEGG:K02662, RefSeq:WP_014843599.1, SO:0001217, UniParc:UPI0001E3C7C1, UniRef:UniRef100_A0A4T1VG56, UniRef:UniRef50_A0A0W1ANT4, UniRef:UniRef90_A0A378K321, VFDB:VFC0001, VFDB:VFG010479
contig_1	cds	167762	168310	+	PGH39_00825	pilN	type IV pilus inner membrane platform protein PilN	COG:COG3166, COG:NW, RefSeq:WP_011213354.1, SO:0001217, UniParc:UPI0000444C1F, UniRef:UniRef100_A0A128KQU2, UniRef:UniRef50_A0A0W0R405, UniRef:UniRef90_Q5WXY0, VFDB:VFC0001, VFDB:VFG010475
contig_1	cds	168324	168920	+	PGH39_00830	pilO	type IV pilus inner membrane platform protein PilO	COG:COG3167, COG:NW, KEGG:K02664, RefSeq:WP_027224065.1, SO:0001217, UniParc:UPI0001E3C7C2, UniRef:UniRef100_A0A4T1PHB3, UniRef:UniRef50_W0BA24, UniRef:UniRef90_A0A2S6F9Y5, VFDB:VFC0001, VFDB:VFG010471
contig_1	cds	168917	169501	+	PGH39_00835	pilP	type IV pilus biogenesis protein PilP	COG:COG3168, COG:NW, RefSeq:WP_014843601.1, SO:0001217, UniParc:UPI00026DA453, UniRef:UniRef100_A0A4T1LFM1, UniRef:UniRef50_A0A0W0VQS0, UniRef:UniRef90_Q5WXX8, VFDB:VFC0001, VFDB:VFG010467
contig_1	cds	169505	171601	+	PGH39_00840	pilQ	type IV pilus secretin protein PilQ	COG:COG4796, COG:U, KEGG:K02666, RefSeq:WP_014843602.1, SO:0001217, UniParc:UPI000023038D, UniRef:UniRef100_Q6VY32, UniRef:UniRef50_G9EMI6, UniRef:UniRef90_A0A3A6W2J6, VFDB:VFC0001, VFDB:VFG010463
contig_1	cds	172046	172573	+	PGH39_00845	aroK	shikimate kinase AroK	COG:COG0703, COG:E, EC:2.7.1.71, GO:0000287, GO:0004765, GO:0005524, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0016310, RefSeq:WP_010946667.1, SO:0001217, UniParc:UPI00004423D9, UniRef:UniRef100_Q5X6H1, UniRef:UniRef50_Q8D1X8, UniRef:UniRef90_Q5X6H1
contig_1	cds	172560	173669	+	PGH39_00850	aroB	3-dehydroquinate synthase	COG:COG0337, COG:E, EC:4.2.3.4, GO:0000166, GO:0003856, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0046872, KEGG:K01735, RefSeq:WP_013101269.1, SO:0001217, UniParc:UPI0001D205A0, UniRef:UniRef100_A0A2S8CCP0, UniRef:UniRef50_Q5ZX00, UniRef:UniRef90_Q5ZX00
contig_1	cds	173666	175117	+	PGH39_00855	exeA	SPOR domain-containing protein	COG:COG3267, COG:UW, RefSeq:WP_027219627.1, SO:0001217, UniParc:UPI0001E3C7C4, UniRef:UniRef100_A0A2S8CCP8, UniRef:UniRef50_A0A2Z3KLQ3, UniRef:UniRef90_Q5WXX4
contig_1	cds	175226	175657	+	PGH39_00860	uspA	universal stress protein UspA	COG:COG0589, COG:T, RefSeq:WP_010946670.1, SO:0001217, UniParc:UPI00004423DC, UniRef:UniRef100_A0A130PQU0, UniRef:UniRef50_D3HIW5, UniRef:UniRef90_A0A0W0YM09
contig_1	cds	175781	176767	+	PGH39_00865	ribF	bifunctional riboflavin kinase/FAD synthetase	COG:COG0196, COG:H, RefSeq:WP_013101271.1, SO:0001217, UniParc:UPI0001D205AB, UniRef:UniRef100_A0A2S8CCN7, UniRef:UniRef50_D3HIW4, UniRef:UniRef90_Q5WXX2
contig_1	cds	176880	179675	+	PGH39_00870	ileS	isoleucine--tRNA ligase	COG:COG0060, COG:J, EC:6.1.1.5, GO:0000049, GO:0002161, GO:0004822, GO:0005524, GO:0005737, GO:0006428, GO:0008270, RefSeq:WP_027224066.1, SO:0001217, UniParc:UPI0001E3C7C5, UniRef:UniRef100_A0A4Q5NBB8, UniRef:UniRef50_Q5ZWZ6, UniRef:UniRef90_Q5ZWZ6
contig_1	cds	179672	180136	+	PGH39_00875	lspA	signal peptidase II	EC:3.4.23.36, KEGG:K03101, RefSeq:WP_011946027.1, SO:0001217, UniParc:UPI0001527585, UniRef:UniRef100_A0A129WKW4, UniRef:UniRef50_A0A7Z0VLG4, UniRef:UniRef90_A0A2S6F205
